#file-version:0.1
#Dict{String,Any}(Pair{String,Any}("estimation-args", Dict{String,Any}(Pair{String,Any}("num-per-dim", 0x0000000000000032),Pair{String,Any}("bounds", [-1.0 1.0; -1.0 1.0]))),Pair{String,Any}("model-params", Dict{String,Any}(Pair{String,Any}("sd-boundary", 0.5))),Pair{String,Any}("model", "simple-test"),Pair{String,Any}("dimension", 2))
[-0.918367, -0.346939]; 0
[-0.877551, -0.346939]; 0
[-0.836735, -0.346939]; 0
[-0.795918, -0.346939]; 0
[-0.755102, -0.346939]; 0
[-0.714286, -0.346939]; 0
[-0.673469, -0.346939]; 0
[-0.632653, -0.346939]; 0
[-0.591837, -0.346939]; 0
[-0.55102, -0.346939]; 0
[-0.510204, -0.346939]; 0
[-0.469388, -0.346939]; 0
[-0.428571, -0.346939]; 0
[-0.387755, -0.346939]; 0
[-0.346939, -0.346939]; 0
[-0.306122, -0.346939]; 0
[-0.265306, -0.346939]; 0
[-0.22449, -0.346939]; 0
[-0.183673, -0.346939]; 0
[-0.142857, -0.346939]; 0
[-0.102041, -0.346939]; 0
[-0.0612245, -0.346939]; 0
[-0.0204082, -0.346939]; 0
[0.0204082, -0.346939]; 1
[0.0612245, -0.346939]; 1
[0.102041, -0.346939]; 1
[0.142857, -0.346939]; 1
[0.183673, -0.346939]; 1
[0.22449, -0.346939]; 1
[0.265306, -0.346939]; 1
[0.306122, -0.346939]; 1
[0.346939, -0.346939]; 1
[0.387755, -0.346939]; 0
[0.428571, -0.346939]; 0
[0.469388, -0.346939]; 0
[0.510204, -0.346939]; 0
[0.55102, -0.346939]; 0
[0.591837, -0.346939]; 0
[0.632653, -0.346939]; 0
[0.673469, -0.346939]; 0
[0.714286, -0.346939]; 0
[0.755102, -0.346939]; 0
[0.795918, -0.346939]; 0
[0.836735, -0.346939]; 0
[0.877551, -0.346939]; 0
[0.918367, -0.346939]; 0
[0.959184, -0.346939]; 0
[1.0, -0.346939]; 0
[-1.0, -0.306122]; 0
[-0.959184, -0.306122]; 0
[-0.918367, -0.306122]; 0
[-0.877551, -0.306122]; 0
[-0.836735, -0.306122]; 0
[-0.795918, -0.306122]; 0
[-0.755102, -0.306122]; 0
[-0.714286, -0.306122]; 0
[-0.673469, -0.306122]; 0
[-0.632653, -0.306122]; 0
[-0.591837, -0.306122]; 0
[-0.55102, -0.306122]; 0
[-0.510204, -0.306122]; 0
[-0.469388, -0.306122]; 0
[-0.428571, -0.306122]; 0
[-0.387755, -0.306122]; 0
[-0.346939, -0.306122]; 0
[-0.306122, -0.306122]; 0
[-0.265306, -0.306122]; 0
[-0.22449, -0.306122]; 0
[-0.183673, -0.306122]; 0
[-0.142857, -0.306122]; 0
[-0.102041, -0.306122]; 0
[-0.0612245, -0.306122]; 0
[-0.0204082, -0.306122]; 0
[0.0204082, -0.306122]; 1
[0.0612245, -0.306122]; 1
[0.102041, -0.306122]; 1
[0.142857, -0.306122]; 1
[0.183673, -0.306122]; 1
[0.22449, -0.306122]; 1
[0.265306, -0.306122]; 1
[0.306122, -0.306122]; 1
[0.346939, -0.306122]; 1
[0.387755, -0.306122]; 1
[0.428571, -0.306122]; 0
[0.469388, -0.306122]; 0
[0.510204, -0.306122]; 0
[0.55102, -0.306122]; 0
[0.591837, -0.306122]; 0
[0.632653, -0.306122]; 0
[0.673469, -0.306122]; 0
[0.714286, -0.306122]; 0
[0.755102, -0.306122]; 0
[0.795918, -0.306122]; 0
[0.836735, -0.306122]; 0
[0.877551, -0.306122]; 0
[0.918367, -0.306122]; 0
[0.959184, -0.306122]; 0
[1.0, -0.306122]; 0
[-1.0, -0.265306]; 0
[-0.959184, -0.265306]; 0
[-0.918367, -0.265306]; 0
[-0.877551, -0.265306]; 0
[-0.836735, -0.265306]; 0
[-0.795918, -0.265306]; 0
[-0.755102, -0.265306]; 0
[-0.714286, -0.265306]; 0
[-0.673469, -0.265306]; 0
[-0.632653, -0.265306]; 0
[-0.591837, -0.265306]; 0
[-0.55102, -0.265306]; 0
[-0.510204, -0.265306]; 0
[-0.469388, -0.265306]; 0
[-0.428571, -0.265306]; 0
[-0.387755, -0.265306]; 0
[-0.346939, -0.265306]; 0
[-0.306122, -0.265306]; 0
[-0.265306, -0.265306]; 0
[-0.22449, -0.265306]; 0
[-0.183673, -0.265306]; 0
[-0.142857, -0.265306]; 0
[-0.102041, -0.265306]; 0
[-0.0612245, -0.265306]; 0
[-0.0204082, -0.265306]; 0
[0.0204082, -0.265306]; 1
[0.0612245, -0.265306]; 1
[0.102041, -0.265306]; 1
[0.142857, -0.265306]; 1
[0.183673, -0.265306]; 1
[0.22449, -0.265306]; 1
[0.265306, -0.265306]; 1
[0.306122, -0.265306]; 1
[0.346939, -0.265306]; 1
[0.387755, -0.265306]; 1
[0.428571, -0.265306]; 0
[0.469388, -0.265306]; 0
[0.510204, -0.265306]; 0
[0.55102, -0.265306]; 0
[0.591837, -0.265306]; 0
[0.632653, -0.265306]; 0
[0.673469, -0.265306]; 0
[0.714286, -0.265306]; 0
[0.755102, -0.265306]; 0
[0.795918, -0.265306]; 0
[0.836735, -0.265306]; 0
[0.877551, -0.265306]; 0
[0.918367, -0.265306]; 0
[0.959184, -0.265306]; 0
[1.0, -0.265306]; 0
[-1.0, -0.22449]; 0
[-0.959184, -0.22449]; 0
[-0.918367, -0.22449]; 0
[-0.877551, -0.22449]; 0
[-0.836735, -0.22449]; 0
[-0.795918, -0.22449]; 0
[-0.755102, -0.22449]; 0
[-0.714286, -0.22449]; 0
[-0.673469, -0.22449]; 0
[-0.632653, -0.22449]; 0
[-0.591837, -0.22449]; 0
[-0.55102, -0.22449]; 0
[-0.510204, -0.22449]; 0
[-0.469388, -0.22449]; 0
[-0.428571, -0.22449]; 0
[-0.387755, -0.22449]; 0
[-0.346939, -0.22449]; 0
[-0.306122, -0.22449]; 0
[-0.265306, -0.22449]; 0
[-0.22449, -0.22449]; 0
[-0.183673, -0.22449]; 0
[-0.142857, -0.22449]; 0
[-0.102041, -0.22449]; 0
[-0.0612245, -0.22449]; 0
[-0.0204082, -0.22449]; 0
[0.0204082, -0.22449]; 1
[0.0612245, -0.22449]; 1
[0.102041, -0.22449]; 1
[0.142857, -0.22449]; 1
[0.183673, -0.22449]; 1
[0.22449, -0.22449]; 1
[0.265306, -0.22449]; 1
[0.306122, -0.22449]; 1
[0.346939, -0.22449]; 1
[0.387755, -0.22449]; 1
[0.428571, -0.22449]; 1
[0.469388, -0.22449]; 0
[0.510204, -0.22449]; 0
[0.55102, -0.22449]; 0
[0.591837, -0.22449]; 0
[0.632653, -0.22449]; 0
[0.673469, -0.22449]; 0
[0.714286, -0.22449]; 0
[0.755102, -0.22449]; 0
[0.795918, -0.22449]; 0
[0.836735, -0.22449]; 0
[0.877551, -0.22449]; 0
[0.918367, -0.22449]; 0
[0.959184, -0.22449]; 0
[1.0, -0.22449]; 0
[-1.0, -0.183673]; 0
[-0.959184, -0.183673]; 0
[-0.918367, -0.183673]; 0
[-0.877551, -0.183673]; 0
[-0.836735, -0.183673]; 0
[-0.795918, -0.183673]; 0
[-0.755102, -0.183673]; 0
[-0.714286, -0.183673]; 0
[-0.673469, -0.183673]; 0
[-0.632653, -0.183673]; 0
[-0.591837, -0.183673]; 0
[-0.55102, -0.183673]; 0
[-0.510204, -0.183673]; 0
[-0.469388, -0.183673]; 0
[-0.428571, -0.183673]; 0
[-0.387755, -0.183673]; 0
[-0.346939, -0.183673]; 0
[-0.306122, -0.183673]; 0
[-0.265306, -0.183673]; 0
[-0.22449, -0.183673]; 0
[-0.183673, -0.183673]; 0
[-0.142857, -0.183673]; 0
[-0.102041, -0.183673]; 0
[-0.0612245, -0.183673]; 0
[-0.0204082, -0.183673]; 0
[0.0204082, -0.183673]; 1
[0.0612245, -0.183673]; 1
[0.102041, -0.183673]; 1
[0.142857, -0.183673]; 1
[0.183673, -0.183673]; 1
[0.22449, -0.183673]; 1
[0.265306, -0.183673]; 1
[0.306122, -0.183673]; 1
[0.346939, -0.183673]; 1
[0.387755, -0.183673]; 1
[0.428571, -0.183673]; 1
[0.469388, -0.183673]; 0
[0.510204, -0.183673]; 0
[0.55102, -0.183673]; 0
[0.591837, -0.183673]; 0
[0.632653, -0.183673]; 0
[0.673469, -0.183673]; 0
[0.714286, -0.183673]; 0
[0.755102, -0.183673]; 0
[0.795918, -0.183673]; 0
[0.836735, -0.183673]; 0
[0.877551, -0.183673]; 0
[0.918367, -0.183673]; 0
[0.959184, -0.183673]; 0
[1.0, -0.183673]; 0
[-1.0, -0.142857]; 0
[-0.959184, -0.142857]; 0
[-0.918367, -0.142857]; 0
[-0.877551, -0.142857]; 0
[-0.836735, -0.142857]; 0
[-0.795918, -0.142857]; 0
[-0.755102, -0.142857]; 0
[-0.714286, -0.142857]; 0
[-0.673469, -0.142857]; 0
[-0.632653, -0.142857]; 0
[-0.591837, -0.142857]; 0
[-0.55102, -0.142857]; 0
[-0.510204, -0.142857]; 0
[-0.469388, -0.142857]; 0
[-0.428571, -0.142857]; 0
[-0.387755, -0.142857]; 0
[-0.346939, -0.142857]; 0
[-0.306122, -0.142857]; 0
[-0.265306, -0.142857]; 0
[-0.22449, -0.142857]; 0
[-0.183673, -0.142857]; 0
[-0.142857, -0.142857]; 0
[-0.102041, -0.142857]; 0
[-0.0612245, -0.142857]; 0
[-0.0204082, -0.142857]; 0
[0.0204082, -0.142857]; 1
[0.0612245, -0.142857]; 1
[0.102041, -0.142857]; 1
[0.142857, -0.142857]; 1
[0.183673, -0.142857]; 1
[0.22449, -0.142857]; 1
[0.265306, -0.142857]; 1
[0.306122, -0.142857]; 1
[0.346939, -0.142857]; 1
[0.387755, -0.142857]; 1
[0.428571, -0.142857]; 1
[0.469388, -0.142857]; 1
[0.510204, -0.142857]; 0
[0.55102, -0.142857]; 0
[0.591837, -0.142857]; 0
[0.632653, -0.142857]; 0
[0.673469, -0.142857]; 0
[0.714286, -0.142857]; 0
[0.755102, -0.142857]; 0
[0.795918, -0.142857]; 0
[0.836735, -0.142857]; 0
[0.877551, -0.142857]; 0
[0.918367, -0.142857]; 0
[0.959184, -0.142857]; 0
[1.0, -0.142857]; 0
[-1.0, -0.102041]; 0
[-0.959184, -0.102041]; 0
[-0.918367, -0.102041]; 0
[-0.877551, -0.102041]; 0
[-0.836735, -0.102041]; 0
[-0.795918, -0.102041]; 0
[-0.755102, -0.102041]; 0
[-0.714286, -0.102041]; 0
[-0.673469, -0.102041]; 0
[-0.632653, -0.102041]; 0
[-0.591837, -0.102041]; 0
[-0.55102, -0.102041]; 0
[-0.510204, -0.102041]; 0
[-0.469388, -0.102041]; 0
[-0.428571, -0.102041]; 0
[-0.387755, -0.102041]; 0
[-0.346939, -0.102041]; 0
[-0.306122, -0.102041]; 0
[-0.265306, -0.102041]; 0
[-0.22449, -0.102041]; 0
[-0.183673, -0.102041]; 0
[-0.142857, -0.102041]; 0
[-0.102041, -0.102041]; 0
[-0.0612245, -0.102041]; 0
[-0.0204082, -0.102041]; 0
[0.0204082, -0.102041]; 1
[0.0612245, -0.102041]; 1
[0.102041, -0.102041]; 1
[0.142857, -0.102041]; 1
[0.183673, -0.102041]; 1
[0.22449, -0.102041]; 1
[0.265306, -0.102041]; 1
[0.306122, -0.102041]; 1
[0.346939, -0.102041]; 1
[0.387755, -0.102041]; 1
[0.428571, -0.102041]; 1
[0.469388, -0.102041]; 1
[0.510204, -0.102041]; 0
[0.55102, -0.102041]; 0
[0.591837, -0.102041]; 0
[0.632653, -0.102041]; 0
[0.673469, -0.102041]; 0
[0.714286, -0.102041]; 0
[0.755102, -0.102041]; 0
[0.795918, -0.102041]; 0
[0.836735, -0.102041]; 0
[0.877551, -0.102041]; 0
[0.918367, -0.102041]; 0
[0.959184, -0.102041]; 0
[1.0, -0.102041]; 0
[-1.0, -0.0612245]; 0
[-0.959184, -0.0612245]; 0
[-0.918367, -0.0612245]; 0
[-0.877551, -0.0612245]; 0
[-0.836735, -0.0612245]; 0
[-0.795918, -0.0612245]; 0
[-0.755102, -0.0612245]; 0
[-0.714286, -0.0612245]; 0
[-0.673469, -0.0612245]; 0
[-0.632653, -0.0612245]; 0
[-0.591837, -0.0612245]; 0
[-0.55102, -0.0612245]; 0
[-0.510204, -0.0612245]; 0
[-0.469388, -0.0612245]; 0
[-0.428571, -0.0612245]; 0
[-0.387755, -0.0612245]; 0
[-0.346939, -0.0612245]; 0
[-0.306122, -0.0612245]; 0
[-0.265306, -0.0612245]; 0
[-0.22449, -0.0612245]; 0
[-0.183673, -0.0612245]; 0
[-0.142857, -0.0612245]; 0
[-0.102041, -0.0612245]; 0
[-0.0612245, -0.0612245]; 0
[-0.0204082, -0.0612245]; 0
[0.0204082, -0.0612245]; 1
[0.0612245, -0.0612245]; 1
[0.102041, -0.0612245]; 1
[0.142857, -0.0612245]; 1
[0.183673, -0.0612245]; 1
[0.22449, -0.0612245]; 1
[0.265306, -0.0612245]; 1
[0.306122, -0.0612245]; 1
[0.346939, -0.0612245]; 1
[0.387755, -0.0612245]; 1
[0.428571, -0.0612245]; 1
[0.469388, -0.0612245]; 1
[0.510204, -0.0612245]; 0
[0.55102, -0.0612245]; 0
[0.591837, -0.0612245]; 0
[0.632653, -0.0612245]; 0
[0.673469, -0.0612245]; 0
[0.714286, -0.0612245]; 0
[0.755102, -0.0612245]; 0
[0.795918, -0.0612245]; 0
[0.836735, -0.0612245]; 0
[0.877551, -0.0612245]; 0
[0.918367, -0.0612245]; 0
[0.959184, -0.0612245]; 0
[1.0, -0.0612245]; 0
[-1.0, -0.0204082]; 0
[-0.959184, -0.0204082]; 0
[-0.918367, -0.0204082]; 0
[-0.877551, -0.0204082]; 0
[-0.836735, -0.0204082]; 0
[-0.795918, -0.0204082]; 0
[-0.755102, -0.0204082]; 0
[-0.714286, -0.0204082]; 0
[-0.673469, -0.0204082]; 0
[-0.632653, -0.0204082]; 0
[-0.591837, -0.0204082]; 0
[-0.55102, -0.0204082]; 0
[-0.510204, -0.0204082]; 0
[-0.469388, -0.0204082]; 0
[-0.428571, -0.0204082]; 0
[-0.387755, -0.0204082]; 0
[-0.346939, -0.0204082]; 0
[-0.306122, -0.0204082]; 0
[-0.265306, -0.0204082]; 0
[-0.22449, -0.0204082]; 0
[-0.183673, -0.0204082]; 0
[-0.142857, -0.0204082]; 0
[-0.102041, -0.0204082]; 0
[-0.0612245, -0.0204082]; 0
[-0.0204082, -0.0204082]; 0
[0.0204082, -0.0204082]; 1
[0.0612245, -0.0204082]; 1
[0.102041, -0.0204082]; 1
[0.142857, -0.0204082]; 1
[0.183673, -0.0204082]; 1
[0.22449, -0.0204082]; 1
[0.265306, -0.0204082]; 1
[0.306122, -0.0204082]; 1
[0.346939, -0.0204082]; 1
[0.387755, -0.0204082]; 1
[0.428571, -0.0204082]; 1
[0.469388, -0.0204082]; 1
[0.510204, -0.0204082]; 0
[0.55102, -0.0204082]; 0
[0.591837, -0.0204082]; 0
[0.632653, -0.0204082]; 0
[0.673469, -0.0204082]; 0
[0.714286, -0.0204082]; 0
[0.755102, -0.0204082]; 0
[0.795918, -0.0204082]; 0
[0.836735, -0.0204082]; 0
[0.877551, -0.0204082]; 0
[0.918367, -0.0204082]; 0
[0.959184, -0.0204082]; 0
[1.0, -0.0204082]; 0
[-1.0, 0.0204082]; 0
[-0.959184, 0.0204082]; 0
[-0.918367, 0.0204082]; 0
[-0.877551, 0.0204082]; 0
[-0.836735, 0.0204082]; 0
[-0.795918, 0.0204082]; 0
[-0.755102, 0.0204082]; 0
[-0.714286, 0.0204082]; 0
[-0.673469, 0.0204082]; 0
[-0.632653, 0.0204082]; 0
[-0.591837, 0.0204082]; 0
[-0.55102, 0.0204082]; 0
[-0.510204, 0.0204082]; 0
[-0.469388, 0.0204082]; 0
[-0.428571, 0.0204082]; 0
[-0.387755, 0.0204082]; 0
[-0.346939, 0.0204082]; 0
[-0.306122, 0.0204082]; 0
[-0.265306, 0.0204082]; 0
[-0.22449, 0.0204082]; 0
[-0.183673, 0.0204082]; 0
[-0.142857, 0.0204082]; 0
[-0.102041, 0.0204082]; 0
[-0.0612245, 0.0204082]; 0
[-0.0204082, 0.0204082]; 0
[0.0204082, 0.0204082]; 1
[0.0612245, 0.0204082]; 1
[0.102041, 0.0204082]; 1
[0.142857, 0.0204082]; 1
[0.183673, 0.0204082]; 1
[0.22449, 0.0204082]; 1
[0.265306, 0.0204082]; 1
[0.306122, 0.0204082]; 1
[0.346939, 0.0204082]; 1
[0.387755, 0.0204082]; 1
[0.428571, 0.0204082]; 1
[0.469388, 0.0204082]; 1
[0.510204, 0.0204082]; 0
[0.55102, 0.0204082]; 0
[0.591837, 0.0204082]; 0
[0.632653, 0.0204082]; 0
[0.673469, 0.0204082]; 0
[0.714286, 0.0204082]; 0
[0.755102, 0.0204082]; 0
[0.795918, 0.0204082]; 0
[0.836735, 0.0204082]; 0
[0.877551, 0.0204082]; 0
[0.918367, 0.0204082]; 0
[0.959184, 0.0204082]; 0
[1.0, 0.0204082]; 0
[-1.0, 0.0612245]; 0
[-0.959184, 0.0612245]; 0
[-0.918367, 0.0612245]; 0
[-0.877551, 0.0612245]; 0
[-0.836735, 0.0612245]; 0
[-0.795918, 0.0612245]; 0
[-0.755102, 0.0612245]; 0
[-0.714286, 0.0612245]; 0
[-0.673469, 0.0612245]; 0
[-0.632653, 0.0612245]; 0
[-0.591837, 0.0612245]; 0
[-0.55102, 0.0612245]; 0
[-0.510204, 0.0612245]; 0
[-0.469388, 0.0612245]; 0
[-0.428571, 0.0612245]; 0
[-0.387755, 0.0612245]; 0
[-0.346939, 0.0612245]; 0
[-0.306122, 0.0612245]; 0
[-0.265306, 0.0612245]; 0
[-0.22449, 0.0612245]; 0
[-0.183673, 0.0612245]; 0
[-0.142857, 0.0612245]; 0
[-0.102041, 0.0612245]; 0
[-0.0612245, 0.0612245]; 0
[-0.0204082, 0.0612245]; 0
[0.0204082, 0.0612245]; 1
[0.0612245, 0.0612245]; 1
[0.102041, 0.0612245]; 1
[0.142857, 0.0612245]; 1
[0.183673, 0.0612245]; 1
[0.22449, 0.0612245]; 1
[0.265306, 0.0612245]; 1
[0.306122, 0.0612245]; 1
[0.346939, 0.0612245]; 1
[0.387755, 0.0612245]; 1
[0.428571, 0.0612245]; 1
[0.469388, 0.0612245]; 1
[0.510204, 0.0612245]; 0
[0.55102, 0.0612245]; 0
[0.591837, 0.0612245]; 0
[0.632653, 0.0612245]; 0
[0.673469, 0.0612245]; 0
[0.714286, 0.0612245]; 0
[0.755102, 0.0612245]; 0
[0.795918, 0.0612245]; 0
[0.836735, 0.0612245]; 0
[0.877551, 0.0612245]; 0
[0.918367, 0.0612245]; 0
[0.959184, 0.0612245]; 0
[1.0, 0.0612245]; 0
[-1.0, 0.102041]; 0
[-0.959184, 0.102041]; 0
[-0.918367, 0.102041]; 0
[-0.877551, 0.102041]; 0
[-0.836735, 0.102041]; 0
[-0.795918, 0.102041]; 0
[-0.755102, 0.102041]; 0
[-0.714286, 0.102041]; 0
[-0.673469, 0.102041]; 0
[-0.632653, 0.102041]; 0
[-0.591837, 0.102041]; 0
[-0.55102, 0.102041]; 0
[-0.510204, 0.102041]; 0
[-0.469388, 0.102041]; 0
[-0.428571, 0.102041]; 0
[-0.387755, 0.102041]; 0
[-0.346939, 0.102041]; 0
[-0.306122, 0.102041]; 0
[-0.265306, 0.102041]; 0
[-0.22449, 0.102041]; 0
[-0.183673, 0.102041]; 0
[-0.142857, 0.102041]; 0
[-0.102041, 0.102041]; 0
[-0.0612245, 0.102041]; 0
[-0.0204082, 0.102041]; 0
[0.0204082, 0.102041]; 1
[0.0612245, 0.102041]; 1
[0.102041, 0.102041]; 1
[0.142857, 0.102041]; 1
[0.183673, 0.102041]; 1
[0.22449, 0.102041]; 1
[0.265306, 0.102041]; 1
[0.306122, 0.102041]; 1
[0.346939, 0.102041]; 1
[0.387755, 0.102041]; 1
[0.428571, 0.102041]; 1
[0.469388, 0.102041]; 1
[0.510204, 0.102041]; 0
[0.55102, 0.102041]; 0
[0.591837, 0.102041]; 0
[0.632653, 0.102041]; 0
[0.673469, 0.102041]; 0
[0.714286, 0.102041]; 0
[0.755102, 0.102041]; 0
[0.795918, 0.102041]; 0
[0.836735, 0.102041]; 0
[0.877551, 0.102041]; 0
[0.918367, 0.102041]; 0
[0.959184, 0.102041]; 0
[1.0, 0.102041]; 0
[-1.0, 0.142857]; 0
[-0.959184, 0.142857]; 0
[-0.918367, 0.142857]; 0
[-0.877551, 0.142857]; 0
[-0.836735, 0.142857]; 0
[-0.795918, 0.142857]; 0
[-0.755102, 0.142857]; 0
[-0.714286, 0.142857]; 0
[-0.673469, 0.142857]; 0
[-0.632653, 0.142857]; 0
[-0.591837, 0.142857]; 0
[-0.55102, 0.142857]; 0
[-0.510204, 0.142857]; 0
[-0.469388, 0.142857]; 0
[-0.428571, 0.142857]; 0
[-0.387755, 0.142857]; 0
[-0.346939, 0.142857]; 0
[-0.306122, 0.142857]; 0
[-0.265306, 0.142857]; 0
[-0.22449, 0.142857]; 0
[-0.183673, 0.142857]; 0
[-0.142857, 0.142857]; 0
[-0.102041, 0.142857]; 0
[-0.0612245, 0.142857]; 0
[-0.0204082, 0.142857]; 0
[0.0204082, 0.142857]; 1
[0.0612245, 0.142857]; 1
[0.102041, 0.142857]; 1
[0.142857, 0.142857]; 1
[0.183673, 0.142857]; 1
[0.22449, 0.142857]; 1
[0.265306, 0.142857]; 1
[0.306122, 0.142857]; 1
[0.346939, 0.142857]; 1
[0.387755, 0.142857]; 1
[0.428571, 0.142857]; 1
[0.469388, 0.142857]; 1
[0.510204, 0.142857]; 0
[0.55102, 0.142857]; 0
[0.591837, 0.142857]; 0
[0.632653, 0.142857]; 0
[0.673469, 0.142857]; 0
[0.714286, 0.142857]; 0
[0.755102, 0.142857]; 0
[0.795918, 0.142857]; 0
[0.836735, 0.142857]; 0
[0.877551, 0.142857]; 0
[0.918367, 0.142857]; 0
[0.959184, 0.142857]; 0
[1.0, 0.142857]; 0
[-1.0, 0.183673]; 0
[-0.959184, 0.183673]; 0
[-0.918367, 0.183673]; 0
[-0.877551, 0.183673]; 0
[-0.836735, 0.183673]; 0
[-0.795918, 0.183673]; 0
[-0.755102, 0.183673]; 0
[-0.714286, 0.183673]; 0
[-0.673469, 0.183673]; 0
[-0.632653, 0.183673]; 0
[-0.591837, 0.183673]; 0
[-0.55102, 0.183673]; 0
[-0.510204, 0.183673]; 0
[-0.469388, 0.183673]; 0
[-0.428571, 0.183673]; 0
[-0.387755, 0.183673]; 0
[-0.346939, 0.183673]; 0
[-0.306122, 0.183673]; 0
[-0.265306, 0.183673]; 0
[-0.22449, 0.183673]; 0
[-0.183673, 0.183673]; 0
[-0.142857, 0.183673]; 0
[-0.102041, 0.183673]; 0
[-0.0612245, 0.183673]; 0
[-0.0204082, 0.183673]; 0
[0.0204082, 0.183673]; 1
[0.0612245, 0.183673]; 1
[0.102041, 0.183673]; 1
[0.142857, 0.183673]; 1
[0.183673, 0.183673]; 1
[0.22449, 0.183673]; 1
[0.265306, 0.183673]; 1
[0.306122, 0.183673]; 1
[0.346939, 0.183673]; 1
[0.387755, 0.183673]; 1
[0.428571, 0.183673]; 1
[0.469388, 0.183673]; 0
[0.510204, 0.183673]; 0
[0.55102, 0.183673]; 0
[0.591837, 0.183673]; 0
[0.632653, 0.183673]; 0
[0.673469, 0.183673]; 0
[0.714286, 0.183673]; 0
[0.755102, 0.183673]; 0
[0.795918, 0.183673]; 0
[0.836735, 0.183673]; 0
[0.877551, 0.183673]; 0
[0.918367, 0.183673]; 0
[0.959184, 0.183673]; 0
[1.0, 0.183673]; 0
[-1.0, 0.22449]; 0
[-0.959184, 0.22449]; 0
[-0.918367, 0.22449]; 0
[-0.877551, 0.22449]; 0
[-0.836735, 0.22449]; 0
[-0.795918, 0.22449]; 0
[-0.755102, 0.22449]; 0
[-0.714286, 0.22449]; 0
[-0.673469, 0.22449]; 0
[-0.632653, 0.22449]; 0
[-0.591837, 0.22449]; 0
[-0.55102, 0.22449]; 0
[-0.510204, 0.22449]; 0
[-0.469388, 0.22449]; 0
[-0.428571, 0.22449]; 0
[-0.387755, 0.22449]; 0
[-0.346939, 0.22449]; 0
[-0.306122, 0.22449]; 0
[-0.265306, 0.22449]; 0
[-0.22449, 0.22449]; 0
[-0.183673, 0.22449]; 0
[-0.142857, 0.22449]; 0
[-0.102041, 0.22449]; 0
[-0.0612245, 0.22449]; 0
[-0.0204082, 0.22449]; 0
[0.0204082, 0.22449]; 1
[0.0612245, 0.22449]; 1
[0.102041, 0.22449]; 1
[0.142857, 0.22449]; 1
[0.183673, 0.22449]; 1
[0.22449, 0.22449]; 1
[0.265306, 0.22449]; 1
[0.306122, 0.22449]; 1
[0.346939, 0.22449]; 1
[0.387755, 0.22449]; 1
[0.428571, 0.22449]; 1
[0.469388, 0.22449]; 0
[0.510204, 0.22449]; 0
[0.55102, 0.22449]; 0
[0.591837, 0.22449]; 0
[0.632653, 0.22449]; 0
[0.673469, 0.22449]; 0
[0.714286, 0.22449]; 0
[0.755102, 0.22449]; 0
[0.795918, 0.22449]; 0
[0.836735, 0.22449]; 0
[0.877551, 0.22449]; 0
[0.918367, 0.22449]; 0
[0.959184, 0.22449]; 0
[1.0, 0.22449]; 0
[-1.0, 0.265306]; 0
[-0.959184, 0.265306]; 0
[-0.918367, 0.265306]; 0
[-0.877551, 0.265306]; 0
[-0.836735, 0.265306]; 0
[-0.795918, 0.265306]; 0
[-0.755102, 0.265306]; 0
[-0.714286, 0.265306]; 0
[-0.673469, 0.265306]; 0
[-0.632653, 0.265306]; 0
[-0.591837, 0.265306]; 0
[-0.55102, 0.265306]; 0
[-0.510204, 0.265306]; 0
[-0.469388, 0.265306]; 0
[-0.428571, 0.265306]; 0
[-0.387755, 0.265306]; 0
[-0.346939, 0.265306]; 0
[-0.306122, 0.265306]; 0
[-0.265306, 0.265306]; 0
[-0.22449, 0.265306]; 0
[-0.183673, 0.265306]; 0
[-0.142857, 0.265306]; 0
[-0.102041, 0.265306]; 0
[-0.0612245, 0.265306]; 0
[-0.0204082, 0.265306]; 0
[0.0204082, 0.265306]; 1
[0.0612245, 0.265306]; 1
[0.102041, 0.265306]; 1
[0.142857, 0.265306]; 1
[0.183673, 0.265306]; 1
[0.22449, 0.265306]; 1
[0.265306, 0.265306]; 1
[0.306122, 0.265306]; 1
[0.346939, 0.265306]; 1
[0.387755, 0.265306]; 1
[0.428571, 0.265306]; 0
[0.469388, 0.265306]; 0
[0.510204, 0.265306]; 0
[0.55102, 0.265306]; 0
[0.591837, 0.265306]; 0
[0.632653, 0.265306]; 0
[0.673469, 0.265306]; 0
[0.714286, 0.265306]; 0
[0.755102, 0.265306]; 0
[0.795918, 0.265306]; 0
[0.836735, 0.265306]; 0
[0.877551, 0.265306]; 0
[0.918367, 0.265306]; 0
[0.959184, 0.265306]; 0
[1.0, 0.265306]; 0
[-1.0, 0.306122]; 0
[-0.959184, 0.306122]; 0
[-0.918367, 0.306122]; 0
[-0.877551, 0.306122]; 0
[-0.836735, 0.306122]; 0
[-0.795918, 0.306122]; 0
[-0.755102, 0.306122]; 0
[-0.714286, 0.306122]; 0
[-0.673469, 0.306122]; 0
[-0.632653, 0.306122]; 0
[-0.591837, 0.306122]; 0
[-0.55102, 0.306122]; 0
[-0.510204, 0.306122]; 0
[-0.469388, 0.306122]; 0
[-0.428571, 0.306122]; 0
[-0.387755, 0.306122]; 0
[-0.346939, 0.306122]; 0
[-0.306122, 0.306122]; 0
[-0.265306, 0.306122]; 0
[-0.22449, 0.306122]; 0
[-0.183673, 0.306122]; 0
[-0.142857, 0.306122]; 0
[-0.102041, 0.306122]; 0
[-0.0612245, 0.306122]; 0
